chart_year,position,song_name,artist_name,source_title,song_key,artist_key,song_name_clean,resolved_artist_identity,resolved_artist_id,resolved_artist_name,artist_resolution,artist_key_simplified
2011,1,Crazy Girl,Eli Young Band,2011 in country music,crazy girl,eli young band,Crazy Girl,id:artist_002462,artist_002462,Eli Young Band,new_artist,eli young band
2013,3,Drunk Last Night,Eli Young Band,2013 in country music,drunk last night,eli young band,Drunk Last Night,id:artist_002462,artist_002462,Eli Young Band,new_artist,eli young band
2014,19,Dust,Eli Young Band,2014 in country music,dust,eli young band,Dust,id:artist_002462,artist_002462,Eli Young Band,new_artist,eli young band
2012,1,Even If It Breaks Your Heart,Eli Young Band,2012 in country music,even if it breaks your heart,eli young band,Even If It Breaks Your Heart,id:artist_002462,artist_002462,Eli Young Band,new_artist,eli young band
2019,8,Love Ain't,Eli Young Band,2019 in country music,love ain t,eli young band,Love Ain't,id:artist_002462,artist_002462,Eli Young Band,new_artist,eli young band
2022,6,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,2022 in country music,drunk,elle king miranda lambert,Drunk (And I Don't Wanna Go Home),id:artist_002581,artist_002581,Elle King & Miranda Lambert,new_artist,elle king and miranda lambert
1960,20,Until Today,Elmer Snodgrass,1960 in country music,until today,elmer snodgrass,Until Today,id:artist_002582,artist_002582,Elmer Snodgrass,new_artist,elmer snodgrass
2009,32,Belongs to You,Emerson Drive,2009 in country music,belongs to you,emerson drive,Belongs to You,id:artist_002500,artist_002500,Emerson Drive,new_artist,emerson drive
2007,1,Moments,Emerson Drive,2007 in country music,moments,emerson drive,Moments,id:artist_002500,artist_002500,Emerson Drive,new_artist,emerson drive
1964,11,Mr. and Mrs. Used to Be,Ernest Tubb and Loretta Lynn,1964 in country music,mr and mrs used to be,ernest tubb and loretta lynn,Mr. and Mrs. Used to Be,id:artist_002583,artist_002583,Ernest Tubb and Loretta Lynn,new_artist,ernest tubb and loretta lynn
1958,9,"Hey, Mr. Bluebird",Ernest Tubb and The Wilburn Brothers,1958 in country music,hey mr bluebird,ernest tubb and the wilburn brothers,"Hey, Mr. Bluebird",id:artist_002584,artist_002584,Ernest Tubb and The Wilburn Brothers,new_artist,ernest tubb and the wilburn brothers
1957,1,Wake Up Little Susie,Everly Brothers,Billboard Top Country & Western Records of 1957,wake up little susie,everly brothers,Wake Up Little Susie,id:artist_002467,artist_002467,The Everly Brothers,new_artist,everly brothers
1991,16,Even Now,Exile,1991 in country music,even now,exile,Even Now,id:artist_002531,artist_002531,exile,new_artist,exile
1964,5,Keeping Up with the Joneses,Faron Young and Margie Singleton,1964 in country music,keeping up with the joneses,faron young and margie singleton,Keeping Up with the Joneses,id:artist_002585,artist_002585,Faron Young and Margie Singleton,new_artist,faron young and margie singleton
1956,23,Blueberry Hill,Fats Domino,Billboard Top Country & Western Records of 1956,blueberry hill,fats domino,Blueberry Hill,id:artist_002512,artist_002512,Fats Domino,new_artist,fats domino
1959,9,Cabin in the Hills,Flatt & Scruggs,1959 in country music,cabin in the hills,flatt scruggs,Cabin in the Hills,id:artist_002497,artist_002497,Flatt and Scruggs,new_artist,flatt and scruggs
1964,14,Petticoat Junction,Flatt & Scruggs,1964 in country music,petticoat junction,flatt scruggs,Petticoat Junction,id:artist_002497,artist_002497,Flatt and Scruggs,new_artist,flatt and scruggs
1964,12,You Are My Flower,Flatt & Scruggs,1964 in country music,you are my flower,flatt scruggs,You Are My Flower,id:artist_002497,artist_002497,Flatt and Scruggs,new_artist,flatt and scruggs
2008,19,Workin' for a Livin',Garth Brooks & Huey Lewis,2008 in country music,workin for a livin,garth brooks huey lewis,Workin' for a Livin',id:artist_002586,artist_002586,Garth Brooks & Huey Lewis,new_artist,garth brooks and huey lewis
2020,17,Dive Bar,Garth Brooks and Blake Shelton,2020 in country music,dive bar,garth brooks and blake shelton,Dive Bar,id:artist_002587,artist_002587,Garth Brooks and Blake Shelton,new_artist,garth brooks and blake shelton
1949,25,"Rudolph the Red-Nosed Reindeer""[20]",Gene Autry and the Pinafores,1949 in country music,rudolph the red nosed reindeer,gene autry and the pinafores,Rudolph the Red-Nosed Reindeer,id:artist_002588,artist_002588,Gene Autry and the Pinafores,new_artist,gene autry and the pinafores
1958,9,Please Pass the Biscuits,Gene Sullivan,1958 in country music,please pass the biscuits,gene sullivan,Please Pass the Biscuits,id:artist_002535,artist_002535,Gene Sullivan,new_artist,gene sullivan
1960,7,The Ballad of Wild River,Gene Woods,1960 in country music,the ballad of wild river,gene woods,The Ballad of Wild River,id:artist_002589,artist_002589,Gene Woods,new_artist,gene woods
2024,18,Cowboy Songs,George Birge,2024 in country music,cowboy songs,george birge,Cowboy Songs,id:artist_002482,artist_002482,George Birge,new_artist,george birge
2024,16,Mind on You,George Birge,2024 in country music,mind on you,george birge,Mind on You,id:artist_002482,artist_002482,George Birge,new_artist,george birge
1974,15,(We're Not) The Jet Set,George Jones and Tammy Wynette,1974 in country music,the jet set,george jones and tammy wynette,(We're Not) The Jet Set,id:artist_002541,artist_002541,George Jones & Tammy Wynette,new_artist,george jones and tammy wynette
1974,8,We Loved It Away,George Jones and Tammy Wynette,1974 in country music,we loved it away,george jones and tammy wynette,We Loved It Away,id:artist_002541,artist_002541,George Jones & Tammy Wynette,new_artist,george jones and tammy wynette
1954,3,I Love You,"Ginny Wright, Jim Reeves",Billboard Top Country & Western Records of 1954,i love you,ginny wright jim reeves,I Love You,id:artist_002590,artist_002590,"Ginny Wright, Jim Reeves",new_artist,ginny wright jim reeves
1955,14,Are You Mine?,"Ginny Wright, Tom Tall",Billboard Top Country & Western Records of 1955,are you mine,ginny wright tom tall,Are You Mine?,id:artist_002591,artist_002591,"Ginny Wright, Tom Tall",new_artist,ginny wright tom tall
2012,2,(Kissed You) Good Night,Gloriana,2012 in country music,good night,gloriana,(Kissed You) Good Night,id:artist_002539,artist_002539,Gloriana,new_artist,gloriana
2013,20,Can't Shake You,Gloriana,2013 in country music,can t shake you,gloriana,Can't Shake You,id:artist_002539,artist_002539,Gloriana,new_artist,gloriana
2009,15,Wild at Heart,Gloriana,2009 in country music,wild at heart,gloriana,Wild at Heart,id:artist_002539,artist_002539,Gloriana,new_artist,gloriana
1954,4,Looking Back to See,"Goldie Hill, Justin Tubb",Billboard Top Country & Western Records of 1954,looking back to see,goldie hill justin tubb,Looking Back to See,id:artist_002592,artist_002592,"Goldie Hill, Justin Tubb",new_artist,goldie hill justin tubb
1974,81,Carefree Highway,Gordon Lightfoot,1974 in country music,carefree highway,gordon lightfoot,Carefree Highway,id:artist_002481,artist_002481,Gordon Lightfoot,new_artist,gordon lightfoot
1974,13,Sundown,Gordon Lightfoot,1974 in country music,sundown,gordon lightfoot,Sundown,id:artist_002481,artist_002481,Gordon Lightfoot,new_artist,gordon lightfoot
1964,5,The Lumberjack,Hal Willis,1964 in country music,the lumberjack,hal willis,The Lumberjack,id:artist_002530,artist_002530,Hal Willis,new_artist,hal willis
2018,11,"She's with Me"" (U.S. release)",High Valley,2018 in country music,she s with me,high valley,She's with Me (U.S. release),id:artist_002498,artist_002498,High Valley,new_artist,high valley
1991,14,Bing Bang Boom,Highway 101,1991 in country music,bing bang boom,highway 101,Bing Bang Boom,id:artist_002463,artist_002463,Highway 101,new_artist,highway 101
1953,2,(How Much Is) That Hound Dog in the Window,Homer & Jethro,Billboard Top Country & Western Records of 1953,that hound dog in the window,homer jethro,(How Much Is) That Hound Dog in the Window,id:artist_002435,artist_002435,Homer and Jethro,new_artist,homer and jethro
1946,10,"Sioux City Sue""[7]",Hoosier Hot Shots and Two Ton Baker,1946 in country music,sioux city sue,hoosier hot shots and two ton baker,Sioux City Sue,id:artist_002593,artist_002593,Hoosier Hot Shots and Two Ton Baker,new_artist,hoosier hot shots and two ton baker
1974,8,Boney Fingers,Hoyt Axton and Renee Armand,1974 in country music,boney fingers,hoyt axton and renee armand,Boney Fingers,id:artist_002594,artist_002594,Hoyt Axton and Renee Armand,new_artist,hoyt axton and renee armand
1955,17,Making Believe,J. Work,Billboard Top Country & Western Records of 1955,making believe,j work,Making Believe,id:artist_002524,artist_002524,Julian Work,new_artist,j work
2021,2,If I Didn't Love You,Jason Aldean & Carrie Underwood,2021 in country music,if i didn t love you,jason aldean carrie underwood,If I Didn't Love You,id:artist_002595,artist_002595,Jason Aldean & Carrie Underwood,new_artist,jason aldean and carrie underwood
1953,1,A Dear John Letter,"Jean Shepard, Ferlin Husky",Billboard Top Country & Western Records of 1953,a dear john letter,jean shepard ferlin husky,A Dear John Letter,id:artist_002596,artist_002596,"Jean Shepard, Ferlin Husky",new_artist,jean shepard ferlin husky
2008,18,Come On Over,Jessica Simpson,2008 in country music,come on over,jessica simpson,Come On Over,id:artist_002477,artist_002477,Jessica Simpson,new_artist,jessica simpson
1998,74,Your Love,Jim Brickman with Michelle Wright,1998 in country music,your love,jim brickman with michelle wright,Your Love,id:artist_002597,artist_002597,Jim Brickman with Michelle Wright,new_artist,jim brickman with michelle wright
1964,7,Love Is No Excuse,Jim Reeves and Dottie West,1964 in country music,love is no excuse,jim reeves and dottie west,Love Is No Excuse,id:artist_002598,artist_002598,Jim Reeves and Dottie West,new_artist,jim reeves and dottie west
2022,5,Freedom Was a Highway,Jimmie Allen & Brad Paisley,2022 in country music,freedom was a highway,jimmie allen brad paisley,Freedom Was a Highway,id:artist_002599,artist_002599,Jimmie Allen & Brad Paisley,new_artist,jimmie allen and brad paisley
1954,3,If You Don't Someone Else Will,Jimmy & Johnny,Billboard Top Country & Western Records of 1954,if you don t someone else will,jimmy johnny,If You Don't Someone Else Will,id:artist_002501,artist_002501,Jimmy & Johnny,new_artist,jimmy and johnny
1958,12,Love Bug Crawl,Jimmy Edwards,1958 in country music,love bug crawl,jimmy edwards,Love Bug Crawl,id:artist_002536,artist_002536,Jimmy Edwards,new_artist,jimmy edwards
1954,5,Release Me,Jimmy Heap,Billboard Top Country & Western Records of 1954,release me,jimmy heap,Release Me,id:artist_002523,artist_002523,Jimmy Heap,new_artist,jimmy heap
1957,2,A Fallen Star,Jimmy Newman,Billboard Top Country & Western Records of 1957,a fallen star,jimmy newman,A Fallen Star,id:artist_002600,artist_002600,Jimmy Newman,new_artist,jimmy newman
1960,18,A Broken Dream,Jimmy Smart,1960 in country music,a broken dream,jimmy smart,A Broken Dream,id:artist_002601,artist_002601,Jimmy Smart,new_artist,jimmy smart
1954,1,(Oh Baby Mine) I Get So Lonely,Johnnie & Jack,Billboard Top Country & Western Records of 1954,i get so lonely,johnnie jack,(Oh Baby Mine) I Get So Lonely,id:artist_002505,artist_002505,Johnnie & Jack,new_artist,johnnie and jack
1954,3,"Goodnight, Sweetheart, Goodnight",Johnnie & Jack,Billboard Top Country & Western Records of 1954,goodnight sweetheart goodnight,johnnie jack,"Goodnight, Sweetheart, Goodnight",id:artist_002505,artist_002505,Johnnie & Jack,new_artist,johnnie and jack
1958,18,Lonely Island Pearl,Johnnie & Jack,1958 in country music,lonely island pearl,johnnie jack,Lonely Island Pearl,id:artist_002505,artist_002505,Johnnie & Jack,new_artist,johnnie and jack
1959,16,Sailor Man,Johnnie & Jack,1959 in country music,sailor man,johnnie jack,Sailor Man,id:artist_002505,artist_002505,Johnnie & Jack,new_artist,johnnie and jack
1958,7,Stop the World (And Let Me Off),Johnnie & Jack,1958 in country music,stop the world,johnnie jack,Stop the World (And Let Me Off),id:artist_002505,artist_002505,Johnnie & Jack,new_artist,johnnie and jack
1951,5,Cryin' Heart Blues,Johnnie and Jack,Billboard Top Country & Western Records of 1951,cryin heart blues,johnnie and jack,Cryin' Heart Blues,id:artist_002505,artist_002505,Johnnie & Jack,new_artist,johnnie and jack
1951,4,Poison Love,Johnnie and Jack,Billboard Top Country & Western Records of 1951,poison love,johnnie and jack,Poison Love,id:artist_002505,artist_002505,Johnnie & Jack,new_artist,johnnie and jack
1964,16,Keep Those Cards and Letters Coming In,Johnny & Jonie Mosby,1964 in country music,keep those cards and letters coming in,johnny jonie mosby,Keep Those Cards and Letters Coming In,id:artist_002506,artist_002506,Johnny and Jonie Mosby,new_artist,johnny and jonie mosby
1964,12,Trouble in My Arms,Johnny & Jonie Mosby,1964 in country music,trouble in my arms,johnny jonie mosby,Trouble in My Arms,id:artist_002506,artist_002506,Johnny and Jonie Mosby,new_artist,johnny and jonie mosby
2025,22,Single Again,Josh Ross,2025 in country music,single again,josh ross,Single Again,id:artist_002485,artist_002485,Josh Ross,new_artist,josh ross
2023,43,Trouble,Josh Ross,2023 in country music,trouble,josh ross,Trouble,id:artist_002485,artist_002485,Josh Ross,new_artist,josh ross
2008,18,That Song in My Head,Julianne Hough,2008 in country music,that song in my head,julianne hough,That Song in My Head,id:artist_002479,artist_002479,Julianne Hough,new_artist,julianne hough
1958,13,When,Kalin Twins,1958 in country music,when,kalin twins,When,id:artist_002510,artist_002510,Kalin Twins,new_artist,kalin twins
2021,9,Memory,Kane Brown & Blackbear,2021 in country music,memory,kane brown blackbear,Memory,id:artist_002602,artist_002602,Kane Brown & Blackbear,new_artist,kane brown and blackbear
2020,18,Last Time I Say Sorry,Kane Brown & John Legend,2020 in country music,last time i say sorry,kane brown john legend,Last Time I Say Sorry,id:artist_002603,artist_002603,Kane Brown & John Legend,new_artist,kane brown and john legend
2013,1,We Were Us,Keith Urban and Miranda Lambert,2013 in country music,we were us,keith urban and miranda lambert,We Were Us,id:artist_002604,artist_002604,Keith Urban and Miranda Lambert,new_artist,keith urban and miranda lambert
1991,2,Brotherly Love,Keith Whitley & Earl Thomas Conley,1991 in country music,brotherly love,keith whitley earl thomas conley,Brotherly Love,id:artist_002605,artist_002605,Keith Whitley & Earl Thomas Conley,new_artist,keith whitley and earl thomas conley
2012,11,Feel Like a Rock Star,Kenny Chesney and Tim McGraw,2012 in country music,feel like a rock star,kenny chesney and tim mcgraw,Feel Like a Rock Star,id:artist_002606,artist_002606,Kenny Chesney and Tim McGraw,new_artist,kenny chesney and tim mcgraw
1949,24,"I Never See Maggie Alone""[19]",Kenny Roberts,1949 in country music,i never see maggie alone,kenny roberts,I Never See Maggie Alone,id:artist_002534,artist_002534,Kenny Roberts,new_artist,kenny roberts
2008,4,All Summer Long,Kid Rock,2008 in country music,all summer long,kid rock,All Summer Long,id:artist_002476,artist_002476,Kid Rock,new_artist,kid rock
1964,9,Finally,Kitty Wells and Webb Pierce,1964 in country music,finally,kitty wells and webb pierce,Finally,id:artist_002607,artist_002607,Kitty Wells and Webb Pierce,new_artist,kitty wells and webb pierce
1954,1,One by One,"Kitty Wells, Red Foley",Billboard Top Country & Western Records of 1954,one by one,kitty wells red foley,One by One,id:artist_002550,artist_002550,"Kitty Wells, Red Foley",new_artist,kitty wells red foley
1956,12,You and Me,"Kitty Wells, Red Foley",Billboard Top Country & Western Records of 1956,you and me,kitty wells red foley,You and Me,id:artist_002550,artist_002550,"Kitty Wells, Red Foley",new_artist,kitty wells red foley
1957,8,"Oh, So Many Years","Kitty Wells, Webb Pierce",Billboard Top Country & Western Records of 1957,oh so many years,kitty wells webb pierce,"Oh, So Many Years",id:artist_002608,artist_002608,"Kitty Wells, Webb Pierce",new_artist,kitty wells webb pierce
2024,4,High Road,Koe Wetzel and Jessie Murph,2024 in country music,high road,koe wetzel and jessie murph,High Road,id:artist_002609,artist_002609,Koe Wetzel and Jessie Murph,new_artist,koe wetzel and jessie murph
1974,3,Get on My Love Train,LaCosta,1974 in country music,get on my love train,lacosta,Get on My Love Train,id:artist_002610,artist_002610,LaCosta,new_artist,lacosta
1960,16,But You Use To,Laverne Downs,1960 in country music,but you use to,laverne downs,But You Use To,id:artist_002611,artist_002611,Laverne Downs,new_artist,laverne downs
1991,12,Hopelessly Yours,Lee Greenwood & Suzy Bogguss,1991 in country music,hopelessly yours,lee greenwood suzy bogguss,Hopelessly Yours,id:artist_002612,artist_002612,Lee Greenwood & Suzy Bogguss,new_artist,lee greenwood and suzy bogguss
1960,4,Softly and Tenderly (I'll Hold You in My Arms),Lewis Pruitt,1960 in country music,softly and tenderly,lewis pruitt,Softly and Tenderly (I'll Hold You in My Arms),id:artist_002551,artist_002551,Lewis Pruitt,new_artist,lewis pruitt
1960,10,Timbrook,Lewis Pruitt,1960 in country music,timbrook,lewis pruitt,Timbrook,id:artist_002551,artist_002551,Lewis Pruitt,new_artist,lewis pruitt
2019,19,Old Town Road,Lil Nas X featuring Billy Ray Cyrus,2019 in country music,old town road,lil nas x featuring billy ray cyrus,Old Town Road,id:artist_002613,artist_002613,Lil Nas X featuring Billy Ray Cyrus,new_artist,lil nas x featuring billy ray cyrus
1974,20,Silver Threads and Golden Needles,Linda Ronstadt,1974 in country music,silver threads and golden needles,linda ronstadt,Silver Threads and Golden Needles,id:artist_002478,artist_002478,Linda Ronstadt,new_artist,linda ronstadt
2018,28,Criminal,Lindsay Ell,2018 in country music,criminal,lindsay ell,Criminal,id:artist_002484,artist_002484,Lindsay Ell,new_artist,lindsay ell
2020,35,Want Me Back,Lindsay Ell,2020 in country music,want me back,lindsay ell,Want Me Back,id:artist_002484,artist_002484,Lindsay Ell,new_artist,lindsay ell
1994,52,Give Me a Ring Sometime,Lisa Brokop,1994 in country music,give me a ring sometime,lisa brokop,Give Me a Ring Sometime,id:artist_002493,artist_002493,Lisa Brokop,new_artist,lisa brokop
1998,59,How Do I Let Go,Lisa Brokop,1998 in country music,how do i let go,lisa brokop,How Do I Let Go,id:artist_002493,artist_002493,Lisa Brokop,new_artist,lisa brokop
2025,21,Hometown Home,LoCash,2025 in country music,hometown home,locash,Hometown Home,id:artist_002465,artist_002465,LoCash,new_artist,locash
2016,4,I Know Somebody,LoCash,2016 in country music,i know somebody,locash,I Know Somebody,id:artist_002465,artist_002465,LoCash,new_artist,locash
2016,5,I Love This Life,LoCash,2016 in country music,i love this life,locash,I Love This Life,id:artist_002465,artist_002465,LoCash,new_artist,locash
2020,8,One Big Country Song,LoCash,2020 in country music,one big country song,locash,One Big Country Song,id:artist_002465,artist_002465,LoCash,new_artist,locash
1960,13,Pinball Machine,Lonnie Irving,1960 in country music,pinball machine,lonnie irving,Pinball Machine,id:artist_002614,artist_002614,Lonnie Irving,new_artist,lonnie irving
1947,52,"My Adobe Hacienda""[11]",Louise Massey and the Westerners,1947 in country music,my adobe hacienda,louise massey and the westerners,My Adobe Hacienda,id:artist_002615,artist_002615,Louise Massey and the Westerners,new_artist,louise massey and the westerners
1957,11,Don't Laugh,Louvin Brothers,Billboard Top Country & Western Records of 1957,don t laugh,louvin brothers,Don't Laugh,id:artist_002441,artist_002441,The Louvin Brothers,new_artist,louvin brothers
2012,1,Angel Eyes,Love and Theft,2012 in country music,angel eyes,love and theft,Angel Eyes,id:artist_002537,artist_002537,Love and Theft,new_artist,love and theft
2009,10,Runaway,Love and Theft,2009 in country music,runaway,love and theft,Runaway,id:artist_002537,artist_002537,Love and Theft,new_artist,love and theft
1959,13,Dark Hollow,Luke Gordon,1959 in country music,dark hollow,luke gordon,Dark Hollow,id:artist_002616,artist_002616,Luke Gordon,new_artist,luke gordon
1974,15,Smile for Me,Lynn Anderson,1974 in country music,smile for me,lynn anderson,Smile for Me,id:artist_002436,artist_002436,Lynn Anderson,new_artist,lynn anderson
1974,7,Talkin' to the Wall,Lynn Anderson,1974 in country music,talkin to the wall,lynn anderson,Talkin' to the Wall,id:artist_002436,artist_002436,Lynn Anderson,new_artist,lynn anderson
1955,21,Are You Mine?,"M. Lorrie, B. DeVal",Billboard Top Country & Western Records of 1955,are you mine,m lorrie b deval,Are You Mine?,id:artist_002617,artist_002617,"M. Lorrie, B. DeVal",new_artist,m lorrie b deval
2020,45,These Days,MacKenzie Porter,2020 in country music,these days,mackenzie porter,These Days,id:artist_002486,artist_002486,MacKenzie Porter,new_artist,mackenzie porter
2020,2,Die from a Broken Heart,Maddie & Tae,2020 in country music,die from a broken heart,maddie tae,Die from a Broken Heart,id:artist_002437,artist_002437,Maddie & Tae,new_artist,maddie and tae
2015,9,Fly,Maddie & Tae,2015 in country music,fly,maddie tae,Fly,id:artist_002437,artist_002437,Maddie & Tae,new_artist,maddie and tae
2014,3,Girl in a Country Song,Maddie & Tae,2014 in country music,girl in a country song,maddie tae,Girl in a Country Song,id:artist_002437,artist_002437,Maddie & Tae,new_artist,maddie and tae
1949,15,"I'll Never Slip Around Again""[3]",Margaret Whiting and Jimmy Wakely,1949 in country music,i ll never slip around again,margaret whiting and jimmy wakely,I'll Never Slip Around Again,id:artist_002545,artist_002545,Margaret Whiting and Jimmy Wakely,new_artist,margaret whiting and jimmy wakely
1949,2,"Slippin' Around""[3]",Margaret Whiting and Jimmy Wakely,1949 in country music,slippin around,margaret whiting and jimmy wakely,Slippin' Around,id:artist_002545,artist_002545,Margaret Whiting and Jimmy Wakely,new_artist,margaret whiting and jimmy wakely
1949,8,Slipping Around,Margaret Whiting and Jimmy Wakely,1949 in country music,slipping around,margaret whiting and jimmy wakely,Slipping Around,id:artist_002545,artist_002545,Margaret Whiting and Jimmy Wakely,new_artist,margaret whiting and jimmy wakely
1950,2,Broken Down Merry-Go-Round,"Margaret Whiting, Jimmy Wakely",Billboard Top Country & Western Records of 1950,broken down merry go round,margaret whiting jimmy wakely,Broken Down Merry-Go-Round,id:artist_002544,artist_002544,"Margaret Whiting, Jimmy Wakely",new_artist,margaret whiting jimmy wakely
1950,2,Let's Go to Church (Next Sunday Morning),"Margaret Whiting, Jimmy Wakely",Billboard Top Country & Western Records of 1950,let s go to church,margaret whiting jimmy wakely,Let's Go to Church (Next Sunday Morning),id:artist_002544,artist_002544,"Margaret Whiting, Jimmy Wakely",new_artist,margaret whiting jimmy wakely
1950,1,Slipping Around,"Margaret Whiting, Jimmy Wakely",Billboard Top Country & Western Records of 1950,slipping around,margaret whiting jimmy wakely,Slipping Around,id:artist_002544,artist_002544,"Margaret Whiting, Jimmy Wakely",new_artist,margaret whiting jimmy wakely
1950,3,The Gods Were Angry With Me,"Margaret Whiting, Jimmy Wakely",Billboard Top Country & Western Records of 1950,the gods were angry with me,margaret whiting jimmy wakely,The Gods Were Angry With Me,id:artist_002544,artist_002544,"Margaret Whiting, Jimmy Wakely",new_artist,margaret whiting jimmy wakely
1991,25,Restless,Mark O'Connor and the New Nashville Cats,1991 in country music,restless,mark o connor and the new nashville cats,Restless,id:artist_002618,artist_002618,Mark O'Connor and the New Nashville Cats,new_artist,mark o connor and the new nashville cats
2019,1,One Thing Right,Marshmello & Kane Brown,2019 in country music,one thing right,marshmello kane brown,One Thing Right,id:artist_002552,artist_002552,Marshmello and Kane Brown,new_artist,marshmello and kane brown
2024,4,Miles on It,Marshmello and Kane Brown,2024 in country music,miles on it,marshmello and kane brown,Miles on It,id:artist_002552,artist_002552,Marshmello and Kane Brown,new_artist,marshmello and kane brown
1991,15,Can I Count On You,McBride & the Ride,1991 in country music,can i count on you,mcbride the ride,Can I Count On You,id:artist_002466,artist_002466,McBride & the Ride,new_artist,mcbride and the ride
1991,28,Same Old Star,McBride & the Ride,1991 in country music,same old star,mcbride the ride,Same Old Star,id:artist_002466,artist_002466,McBride & the Ride,new_artist,mcbride and the ride
2025,12,Am I Okay?,Megan Moroney,2025 in country music,am i okay,megan moroney,Am I Okay?,id:artist_002475,artist_002475,Megan Moroney,new_artist,megan moroney
2024,32,I'm Not Pretty,Megan Moroney,2024 in country music,i m not pretty,megan moroney,I'm Not Pretty,id:artist_002475,artist_002475,Megan Moroney,new_artist,megan moroney
2023,10,Tennessee Orange,Megan Moroney,2023 in country music,tennessee orange,megan moroney,Tennessee Orange,id:artist_002475,artist_002475,Megan Moroney,new_artist,megan moroney
1974,11,Don't Let Go,Mel Tillis and Sherry Bryce,1974 in country music,don t let go,mel tillis and sherry bryce,Don't Let Go,id:artist_002619,artist_002619,Mel Tillis and Sherry Bryce,new_artist,mel tillis and sherry bryce
1991,73,All You Really Wanna Do,Michelle Wright,1991 in country music,all you really wanna do,michelle wright,All You Really Wanna Do,id:artist_002494,artist_002494,Michelle Wright,new_artist,michelle wright
1994,57,One Good Man,Michelle Wright,1994 in country music,one good man,michelle wright,One Good Man,id:artist_002494,artist_002494,Michelle Wright,new_artist,michelle wright
2019,11,Burn Out,Midland,2019 in country music,burn out,midland,Burn Out,id:artist_002532,artist_002532,Midland,new_artist,midland
2018,23,Make a Little,Midland,2018 in country music,make a little,midland,Make a Little,id:artist_002532,artist_002532,Midland,new_artist,midland
2024,6,Whiskey Whiskey,Moneybagg Yo featuring Morgan Wallen,2024 in country music,whiskey whiskey,moneybagg yo featuring morgan wallen,Whiskey Whiskey,id:artist_002620,artist_002620,Moneybagg Yo featuring Morgan Wallen,new_artist,moneybagg yo featuring morgan wallen
1947,9,"New Pretty Blonde (Jole Blon)""[8]",Moon Mullican and The Showboys,1947 in country music,new pretty blonde,moon mullican and the showboys,New Pretty Blonde (Jole Blon),id:artist_002621,artist_002621,Moon Mullican and The Showboys,new_artist,moon mullican and the showboys
2018,11,Kiss Somebody,Morgan Evans,2018 in country music,kiss somebody,morgan evans,Kiss Somebody,id:artist_002538,artist_002538,Morgan Evans,new_artist,morgan evans
2021,3,Lil Bit,Nelly & Florida Georgia Line,2021 in country music,lil bit,nelly florida georgia line,Lil Bit,id:artist_002622,artist_002622,Nelly & Florida Georgia Line,new_artist,nelly and florida georgia line
1974,6,I Honestly Love You,Olivia Newton-John,1974 in country music,i honestly love you,olivia newton john,I Honestly Love You,id:artist_002487,artist_002487,Olivia Newton-John,new_artist,olivia newton john
1974,2,If You Love Me (Let Me Know),Olivia Newton-John,1974 in country music,if you love me,olivia newton john,If You Love Me (Let Me Know),id:artist_002487,artist_002487,Olivia Newton-John,new_artist,olivia newton john
1958,13,Once More,Osborne Brothers and Red Allen,1958 in country music,once more,osborne brothers and red allen,Once More,id:artist_002623,artist_002623,Osborne Brothers and Red Allen,new_artist,osborne brothers and red allen
2021,3,Just the Way,Parmalee & Blanco Brown,2021 in country music,just the way,parmalee blanco brown,Just the Way,id:artist_002624,artist_002624,Parmalee & Blanco Brown,new_artist,parmalee and blanco brown
1974,51,Sally G,Paul McCartney,1974 in country music,sally g,paul mccartney,Sally G,id:artist_002513,artist_002513,Paul McCartney,new_artist,paul mccartney
1950,29,Bonaparte's Retreat,Pee Wee King,Billboard Top Country & Western Records of 1950,bonaparte s retreat,pee wee king,Bonaparte's Retreat,id:artist_002442,artist_002442,Pee Wee King,new_artist,pee wee king
1952,5,Silver and Gold,Pee Wee King,Billboard Top Country & Western Records of 1952,silver and gold,pee wee king,Silver and Gold,id:artist_002442,artist_002442,Pee Wee King,new_artist,pee wee king
1951,1,Slow Poke,Pee Wee King,Billboard Top Country & Western Records of 1951,slow poke,pee wee king,Slow Poke,id:artist_002442,artist_002442,Pee Wee King,new_artist,pee wee king
1952,1,Slow Poke,Pee Wee King,Billboard Top Country & Western Records of 1952,slow poke,pee wee king,Slow Poke,id:artist_002442,artist_002442,Pee Wee King,new_artist,pee wee king
1948,7,"Tennessee Waltz""[1]",Pee Wee King and His Golden West Cowboys,1948 in country music,tennessee waltz,pee wee king and his golden west cowboys,Tennessee Waltz,id:artist_002442,artist_002442,Pee Wee King,new_artist,pee wee king and his golden west cowboys
2016,18,Jolene,Pentatonix featuring Dolly Parton,2016 in country music,jolene,pentatonix featuring dolly parton,Jolene,id:artist_002625,artist_002625,Pentatonix featuring Dolly Parton,new_artist,pentatonix featuring dolly parton
1958,18,Patricia,Perez Prado,1958 in country music,patricia,perez prado,Patricia,id:artist_002511,artist_002511,Pérez Prado,new_artist,perez prado
1951,3,Mockin' Bird Hill,Pinetoppers,Billboard Top Country & Western Records of 1951,mockin bird hill,pinetoppers,Mockin' Bird Hill,id:artist_002626,artist_002626,Pinetoppers,new_artist,pinetoppers
