song_name,artist_name,upload_year,complexity,repetition,harmonic_palette,structure_variation,playability,release_year,birth_year,billboard_country_year_end_flag,billboard_country_year_end_pos,artist_age_at_release,macro_region_clean,genre_clean,first_chord_group
The Medicine Will,Brad Paisley,2023,.1,.9375,.6,1.666666666666667,.9,2023,1972,No,,51,South,country,C
Praise,Brandon Lake,2024,.0128,.968,.4,1.333333333333333,.9872,2023,1990,No,,33,South,country,G
Take Mine,Brandy Clark,2023,.1352941176470588,.7941176470588236,1.4,.6666666666666666,.8647058823529412,2023,1977,No,,46,West,country,E
Tell Her You Dont Love Her,Brandy Clark,2023,.0631578947368421,.8947368421052632,.6,.6666666666666666,.936842105263158,2023,1977,No,,46,West,country,OTHER
Up Above The Clouds Cecilias Song,Brandy Clark,2023,.0559139784946236,.8924731182795699,1,.8333333333333334,.9440860215053763,2023,1977,No,,46,West,country,C
Happy Song,Breland,2022,.14,.9,.6,1.333333333333333,.86,2023,,No,,,Unknown,country,OTHER
Kick The Can,Brent Cobb,2023,.0432432432432432,.9459459459459461,.6,1.166666666666667,.9567567567567568,2023,1986,No,,37,South,country,G
Livin The Dream,Brent Cobb,2023,.5204819277108433,.8915662650602409,.9,1.666666666666667,.4795180722891566,2023,1986,No,,37,South,country,OTHER
Miss Ater,Brent Cobb,2023,.0101910828025477,.9745222929936306,.4,1,.9898089171974522,2023,1986,No,,37,South,country,C
Patina,Brent Cobb,2023,.0954545454545454,.8636363636363636,.6,1,.9045454545454544,2023,1986,No,,37,South,country,D
Shade Tree,Brent Cobb,2023,.15,.8333333333333334,.6,.8333333333333334,.85,2023,1986,No,,37,South,country,D
Southern Star,Brent Cobb,2023,.2369230769230769,.8923076923076922,.7,.8333333333333334,.763076923076923,2023,1986,No,,37,South,country,G
When Country Came Back To Town,Brent Cobb,2023,.0245901639344262,.9508196721311476,.6,.6666666666666666,.9754098360655736,2023,1986,No,,37,South,country,D
Sweet December,Brett Eldredge,2024,.0457142857142857,.9142857142857144,.9,1.166666666666667,.9542857142857144,2023,1986,No,,37,Midwest,country,C
Dont Take The Girl,Brett Young,2023,.065625,.90625,.6,1.166666666666667,.934375,2023,1981,No,,42,West,country,G
I Did This To Me,Brett Young,2023,.0207792207792207,.948051948051948,.4,1.166666666666667,.9792207792207792,2023,1981,No,,42,West,country,A
Ily Family,Brett Young,2023,.1838709677419355,.9032258064516128,.6,1,.8161290322580645,2023,1981,No,,42,West,country,D
Let Go Too Soon,Brett Young,2023,.0175438596491228,.956140350877193,.5,1.166666666666667,.9824561403508772,2023,1981,No,,42,West,country,G
Love Goes On,Brett Young,2023,.3701149425287355,.9195402298850576,.7,1,.6298850574712644,2023,1981,No,,42,West,country,OTHER
Uncomfortable,Brett Young,2023,.0611764705882352,.9176470588235294,.7,.8333333333333334,.9388235294117648,2023,1981,No,,42,West,country,G
Honky Tonk Women,Brooks & Dunn,2023,.0350877192982456,.912280701754386,.5,1,.9649122807017544,2023,1988,No,,35,Appalachia,country,B
Another Honky Tonk,Bryan Martin,2023,.0775,.9375,.5,1,.9225,2023,,No,,,Unknown,country,C
Goin For Broke,Bryan Martin,2023,.0384615384615384,.903846153846154,1,.8333333333333334,.9615384615384616,2023,,No,,,Unknown,country,OTHER
He Knows The Struggle,Bryan Martin,2023,.0216216216216216,.9459459459459461,.4,.8333333333333334,.9783783783783784,2023,,No,,,Unknown,country,C
Never Coming Home,Bryan Martin,2023,.019047619047619,.9523809523809524,.4,.8333333333333334,.9809523809523808,2023,,No,,,Unknown,country,C
Never Leave Behind Your Guns,Bryan Martin,2022,.0176470588235294,.9558823529411764,.3,0,.9823529411764704,2023,,No,,,Unknown,country,EM
Poets And Old Souls,Bryan Martin,2023,.18,.9625,.3,.8333333333333334,.8200000000000001,2023,,No,,,Unknown,country,G
Wolves Cry,Bryan Martin,2023,.016,.96,.4,.8333333333333334,.984,2023,,No,,,Unknown,country,EM
House Down The Block,Buck Owens,2015,.235,.9,.4,.8333333333333334,.765,2023,1929,No,,94,South,country,E
100 Hungry Wolves,Cam Pierce,2025,.0275862068965517,.9310344827586208,.4,.6666666666666666,.9724137931034482,2023,1984,No,,39,West,country,C
All I Need,Cam Wehunt,2025,.1705882352941176,.9264705882352942,.5,.5,.8294117647058823,2023,1984,No,,39,West,country,D
Luv Song,Cam Wehunt,2024,.032,.92,.4,1.333333333333333,.968,2023,1984,No,,39,West,country,E
Let Me Tell You About Love,Carl Perkins,2023,.1454545454545454,.948051948051948,.4,1.166666666666667,.8545454545454545,2023,1932,No,,91,Appalachia,country,E
Country Music Made Me Do It,Carly Pearce,2023,.0172661870503597,.9568345323741008,.6,.8333333333333334,.9827338129496402,2023,1990,No,,33,Appalachia,country,C
Didnt Do,Carly Pearce,2021,.0149532710280373,.9626168224299064,.4,.5,.9850467289719628,2023,1990,No,,33,Appalachia,country,D
Heels Over Head,Carly Pearce,2023,.0179487179487179,.9551282051282052,.7,.8333333333333334,.982051282051282,2023,1990,No,,33,Appalachia,country,G
Damage,Carrie Underwood,2024,.0232558139534883,.9418604651162792,.5,1.166666666666667,.9767441860465116,2023,1983,No,,40,South,country,C
Drunk And Hungover,Carrie Underwood,2023,.0142857142857142,.9642857142857144,.4,1.166666666666667,.9857142857142858,2023,1983,No,,40,South,country,A
Give Her That,Carrie Underwood,2023,.2333333333333333,.9607843137254902,.4,1.166666666666667,.7666666666666667,2023,1983,No,,40,South,country,OTHER
Out Of That Truck,Carrie Underwood,2023,.0141592920353982,.9646017699115044,.4,1.166666666666667,.9858407079646018,2023,1983,Yes,38,40,South,country,B
Take Me Out,Carrie Underwood,2023,.0163265306122448,.9591836734693876,.4,1.166666666666667,.9836734693877552,2023,1983,No,,40,South,country,G
Next New Year,Catherine McGrath,2023,.1155172413793103,.9310344827586208,.8,.6666666666666666,.8844827586206897,2023,1997,No,,26,Unknown,country,C
After Midnight,Chappell Roan,2024,.0186915887850467,.9532710280373832,.5,1,.9813084112149532,2023,1998,No,,25,Midwest,country,G
Coffee,Chappell Roan,2023,.3105263157894736,.8552631578947368,1.1,1,.6894736842105263,2023,1998,No,,25,Midwest,country,OTHER
Femininomenon,Chappell Roan,2023,.0548387096774193,.935483870967742,.8,1.166666666666667,.9451612903225808,2023,1998,No,,25,Midwest,country,OTHER
Guilty Pleasure,Chappell Roan,2023,.0392156862745098,.9019607843137256,.5,1,.9607843137254902,2023,1998,No,,25,Midwest,country,D
Hot To Go,Chappell Roan,2023,.0244897959183673,.9387755102040816,.3,1.333333333333333,.9755102040816328,2023,1998,No,,25,Midwest,country,E
Kaleidoscope,Chappell Roan,2023,.4103896103896103,.8701298701298701,1,1,.5896103896103897,2023,1998,No,,25,Midwest,country,OTHER
Naked In Manhattan,Chappell Roan,2022,.024,.9399999999999999,.6,1.166666666666667,.976,2023,1998,No,,25,Midwest,country,OTHER
Red Wine Supernova,Chappell Roan,2023,.0235294117647058,.9411764705882352,.3,1,.976470588235294,2023,1998,No,,25,Midwest,country,A
Super Graphic Ultra Modern Girl,Chappell Roan,2024,.0196721311475409,.9508196721311476,.3,1,.980327868852459,2023,1998,No,,25,Midwest,country,OTHER
The Rise And Fall Of A Midwest Princess,Chappell Roan,2024,.0298245614035087,.97953216374269,2.1,1.666666666666667,.9701754385964912,2023,1998,No,,25,Midwest,country,G
Dont Tell Me That,Charley Crockett,2023,.068,.92,.4,1,.9320000000000001,2023,1984,No,,39,South,country,C
Somebody Elses Truck,Chase Matthew,2023,.0403361344537815,.9495798319327732,.6,.8333333333333334,.9596638655462184,2023,1997,No,,26,Appalachia,country,G
This Aint Working,Chase Matthew,2023,.1048543689320388,.941747572815534,.6,.8333333333333334,.8951456310679612,2023,1997,No,,26,Appalachia,country,G
Where Theres Smoke,Chase Matthew,2023,.0288888888888888,.9444444444444444,.5,.8333333333333334,.9711111111111111,2023,1997,No,,26,Appalachia,country,G
Key West And Colorado,Chase Rice,2022,.0155339805825242,.9611650485436892,.4,1,.9844660194174756,2023,1986,No,,37,South,country,A
Life Part Of Livin,Chase Rice,2023,.0215384615384615,.946153846153846,.7,.6666666666666666,.9784615384615384,2023,1986,No,,37,South,country,G
Oklahoma,Chase Rice,2023,.05,.96875,.5,1,.95,2023,1986,No,,37,South,country,C
Sorry Momma,Chase Rice,2023,.025,.9375,.5,1.166666666666667,.975,2023,1986,No,,37,South,country,A
Walk That Easy,Chase Rice,2023,.0152380952380952,.961904761904762,.4,1.166666666666667,.9847619047619048,2023,1986,No,,37,South,country,G
Take It Like A Man,Chris Cagle,2023,.0272727272727272,.931818181818182,.6,1.333333333333333,.9727272727272728,2023,1968,No,,55,South,country,BB
21 Forever,Chris Janson,2023,.0368421052631579,.9210526315789472,.9,1.333333333333333,.963157894736842,2023,1986,No,,37,Midwest,country,C
All I Need Is You,Chris Janson,2023,.0126984126984126,.9682539682539684,.4,.8333333333333334,.9873015873015872,2023,1986,Yes,26,37,Midwest,country,F
Honkytonk Minute,Chris Janson,2024,.0116788321167883,.9708029197080292,.4,1.166666666666667,.9883211678832116,2023,1986,No,,37,Midwest,country,D
Outlaw Side Of Me,Chris Janson,2023,.0108843537414966,.9727891156462584,.4,1.333333333333333,.9891156462585032,2023,1986,No,,37,Midwest,country,G
Tap That,Chris Janson,2023,.0146341463414634,.9634146341463414,.3,1.166666666666667,.9853658536585366,2023,1986,No,,37,Midwest,country,D
Crosswind,Chris Stapleton,2023,.017391304347826,.9565217391304348,.4,1.166666666666667,.982608695652174,2023,1978,No,,45,Appalachia,country,AM
Higher,Chris Stapleton,2023,.0224719101123595,.9438202247191012,.5,1.166666666666667,.9775280898876404,2023,1978,No,,45,Appalachia,country,EM
I Should Have Known It,Chris Stapleton,2024,.0202020202020202,.9494949494949496,.5,1.333333333333333,.9797979797979798,2023,1978,No,,45,Appalachia,country,OTHER
It Takes A Woman,Chris Stapleton,2023,.2326923076923077,.8653846153846154,1.4,.8333333333333334,.7673076923076922,2023,1978,No,,45,Appalachia,country,C
Loving You,Chris Stapleton,2021,.0228571428571428,.9428571428571428,.4,.8333333333333334,.9771428571428572,2023,1978,No,,45,Appalachia,country,C
Loving You On My Mind,Chris Stapleton,2023,.6032786885245902,.8688524590163934,.8,1.333333333333333,.3967213114754098,2023,1978,No,,45,Appalachia,country,OTHER
Mountains Of My Mind,Chris Stapleton,2024,.3106382978723404,.9574468085106383,.2,1,.6893617021276596,2023,1978,No,,45,Appalachia,country,G
South Dakota,Chris Stapleton,2023,.1044776119402985,.8507462686567164,1,1.333333333333333,.8955223880597015,2023,1978,No,,45,Appalachia,country,OTHER
The Bottom,Chris Stapleton,2023,.0285714285714285,.9285714285714286,.5,1,.9714285714285714,2023,1978,No,,45,Appalachia,country,G
The Day I Die,Chris Stapleton,2023,.3309523809523809,.9047619047619048,.8,1.166666666666667,.6690476190476191,2023,1978,No,,45,Appalachia,country,OTHER
The Fire,Chris Stapleton,2024,.0077669902912621,.9805825242718448,.4,1.333333333333333,.9922330097087378,2023,1978,No,,45,Appalachia,country,G
The Star Spangled Banner,Chris Stapleton,2023,.2638297872340425,.5957446808510638,1.9,1,.7361702127659575,2023,1978,No,,45,Appalachia,country,OTHER
Trust,Chris Stapleton,2023,.0135593220338983,.9661016949152542,.4,1.166666666666667,.9864406779661016,2023,1978,No,,45,Appalachia,country,D
Weight Of Your World,Chris Stapleton,2023,.1753424657534246,.8904109589041096,.8,1,.8246575342465754,2023,1978,No,,45,Appalachia,country,C
What Am I Gonna Do,Chris Stapleton,2023,.0387096774193548,.9032258064516128,.6,1,.9612903225806452,2023,1978,No,,45,Appalachia,country,C
White Horse,Chris Stapleton,2023,.0313492063492063,.9547152194211016,.6000000000000001,.9166666666666669,.9686507936507937,2023,1978,Yes,5,45,Appalachia,country,B
Refried Beans,Cledus T Judd,2017,.0695652173913043,.9130434782608696,.6,.1666666666666666,.9304347826086956,2023,1964,No,,59,South,country,G
Outlaws And Mustangs,Cody Jinks,2023,.0106870229007633,.9732824427480916,.7,.8333333333333334,.9893129770992366,2023,1980,No,,43,South,country,G
Grandpa Tell Me Bout The Good Old Days,Cody Johnson,2023,.1846153846153846,.8846153846153846,.6,1,.8153846153846154,2023,1987,No,,36,South,country,G
Long Live Country Music,Cody Johnson,2023,.0168421052631578,.9578947368421052,.4,1.166666666666667,.983157894736842,2023,1987,No,,36,South,country,C
Thats Texas,Cody Johnson,2023,.3894736842105263,.8947368421052632,.6,1.333333333333333,.6105263157894736,2023,1987,No,,36,South,country,A
Whiskey Bent,Cody Johnson,2023,.4318181818181818,.9090909090909092,.8,1,.5681818181818181,2023,1987,No,,36,South,country,G
You Were Made For Me,Coffey Anderson,2023,.0499999999999999,.9342105263157896,.5,1.166666666666667,.95,2023,1978,No,,45,South,country,A
20 In A Chevy,Cole Swindell,2019,.0120300751879699,.9699248120300752,.4,1.166666666666667,.9879699248120301,2023,1983,No,,40,South,country,EM
3 Feet Tall,Cole Swindell,2023,.1161290322580645,.8548387096774194,.9,.8333333333333334,.8838709677419355,2023,1983,No,,40,South,country,A
Broken,Cole Swindell,2023,.0384615384615384,.9615384615384616,.5,.8333333333333334,.9615384615384616,2023,1983,No,,40,South,country,G
Drinkaby,Cole Swindell,2023,.0130434782608695,.9673913043478261,.3,1.166666666666667,.9869565217391304,2023,1983,Yes,22,40,South,country,A
Her,Cole Swindell,2018,.0181818181818181,.9545454545454546,.5,1,.9818181818181818,2023,1983,No,,40,South,country,E
Somethings Gonna Kill Me,Corey Kent (Corey Kent White),2023,.0391752577319587,.9175257731958762,.8,1,.9608247422680412,2023,1994,No,,29,South,country,EM
Southeast Oklahoma Pines,Corey Kent (Corey Kent White),2023,.0139130434782608,.9652173913043478,.4,.8333333333333334,.9860869565217392,2023,1994,No,,29,South,country,G
Start A Fire,Corey Kent (Corey Kent White),2023,.0434782608695652,.8913043478260869,.5,1.166666666666667,.9565217391304348,2023,1994,No,,29,South,country,F
You Know,Corey Kent (Corey Kent White),2023,.00625,.984375,.3,.6666666666666666,.99375,2023,1994,No,,29,South,country,AM
Learning To Drive,Corey Smith,2023,.1130434782608695,.9130434782608696,.6,1,.8869565217391304,2023,1977,No,,46,South,country,D
Always Gonna Be,Dan + Shay,2023,.1671641791044776,.9402985074626866,.4,1.166666666666667,.8328358208955224,2023,2012,No,,11,Appalachia,country,D
Bigger Houses,Dan + Shay,2023,.0220183486238532,.944954128440367,.6,.6666666666666666,.9779816513761468,2023,2012,Yes,20,11,Appalachia,country,G
For The Both Of Us,Dan + Shay,2023,.0275229357798165,.944954128440367,.6,1,.9724770642201834,2023,2012,No,,11,Appalachia,country,F
Heartbreak On The Map,Dan + Shay,2023,.2971428571428571,.8142857142857143,1.3,.8333333333333334,.7028571428571428,2023,2012,No,,11,Appalachia,country,D
Neon Cowgirl,Dan + Shay,2023,.167032967032967,.8461538461538461,1.4,1.333333333333333,.8329670329670329,2023,2012,No,,11,Appalachia,country,C
Save Me The Trouble,Dan + Shay,2023,.0354430379746835,.9113924050632912,.7,1,.9645569620253164,2023,2012,Yes,11,11,Appalachia,country,G
Somewhere Only We Know,Dan + Shay,2013,.2724137931034482,.9137931034482758,.5,0,.7275862068965517,2023,2012,No,,11,Appalachia,country,D
Then Again,Dan + Shay,2023,.0226415094339622,.9433962264150944,.6,1,.9773584905660376,2023,2012,No,,11,Appalachia,country,D
We Should Get Married,Dan + Shay,2023,.0369230769230769,.9076923076923076,.6,.8333333333333334,.9630769230769231,2023,2012,No,,11,Appalachia,country,C
What Keeps You Up At Night,Dan + Shay,2018,.035820895522388,.9104477611940298,.6,1,.964179104477612,2023,2012,No,,11,Appalachia,country,F
What Took You So Long,Dan + Shay,2024,.0168421052631578,.9578947368421052,.4,.8333333333333334,.983157894736842,2023,2012,No,,11,Appalachia,country,C
Monster,Danielle Bradbery,2023,.0375,.9375,.6,1,.9625,2023,1996,No,,27,South,country,F
Runaways,Danielle Bradbery,2023,.0163934426229508,.9590163934426228,.5,1.333333333333333,.9836065573770492,2023,1996,No,,27,South,country,G
3 Am In Carolina,Darius Rucker,2023,.1666666666666666,.9333333333333332,.4,1.166666666666667,.8333333333333334,2023,1966,No,,57,South,country,A
7 Days,Darius Rucker,2023,.0888888888888888,.873015873015873,.8,1,.9111111111111112,2023,1966,No,,57,South,country,D
Fires Dont Start Themselves,Darius Rucker,2023,.0285714285714285,.9285714285714286,.4,.8333333333333334,.9714285714285714,2023,1966,No,,57,South,country,A
Have A Good Time,Darius Rucker,2023,.3528455284552845,.934959349593496,.8,1,.6471544715447155,2023,1966,No,,57,South,country,E
In This Together,Darius Rucker,2023,.0596491228070175,.9298245614035088,.8,1,.9403508771929824,2023,1966,No,,57,South,country,D
Lift Me Up,Darius Rucker,2023,.2065573770491803,.9016393442622952,1.2,.8333333333333334,.7934426229508197,2023,1966,No,,57,South,country,E
Sara,Darius Rucker,2023,.1576923076923077,.9230769230769232,.8,1,.8423076923076923,2023,1966,No,,57,South,country,D
Southern Comfort,Darius Rucker,2023,.3441860465116279,.9069767441860466,.4,.8333333333333334,.655813953488372,2023,1966,No,,57,South,country,G
Stargazing,Darius Rucker,2023,.0975609756097561,.902439024390244,.8,.8333333333333334,.902439024390244,2023,1966,No,,57,South,country,G
Sure Would Have Loved Her,Darius Rucker,2023,.0277777777777777,.9305555555555556,.5,1.166666666666667,.9722222222222222,2023,1966,No,,57,South,country,G
Three Time Loser,David Allan Coe,2023,.0539682539682539,.9365079365079364,.4,.8333333333333334,.946031746031746,2023,1939,No,,84,Midwest,country,D
Best Of Me,David Nail,2023,.0156862745098039,.9607843137254902,.4,1,.984313725490196,2023,1979,No,,44,Midwest,country,C
Silverado,David Nail,2023,.4703703703703703,.9074074074074074,.5,1.166666666666667,.5296296296296297,2023,1979,No,,44,Midwest,country,OTHER
Broke,Dean Brody,2023,.0246153846153846,.9384615384615383,.4,1.166666666666667,.9753846153846154,2023,1975,No,,48,Unknown,country,E
Paint The Town Redneck,Dean Brody,2023,.0238805970149253,.9402985074626866,.4,1,.9761194029850746,2023,1975,No,,48,Unknown,country,D
Right Round Here,Dean Brody,2024,.0142857142857142,.9642857142857144,.3,.5,.9857142857142858,2023,1975,No,,48,Unknown,country,A
Trouble,Dean Brody,2024,.0216216216216216,.9459459459459461,.4,1.166666666666667,.9783783783783784,2023,1975,No,,48,Unknown,country,G
Whered You Learn How To Do That,Dean Brody,2022,.0214285714285714,.9464285714285714,.3,.8333333333333334,.9785714285714284,2023,1975,No,,48,Unknown,country,D
You Got The Wrong Guy,Dean Brody,2023,.0357142857142857,.9107142857142856,.5,1.5,.9642857142857144,2023,1975,No,,48,Unknown,country,C
Make Me Down A Pallet On Your Floor,Doc Watson,2021,.1359116022099447,.9668508287292816,.6,1.5,.8640883977900553,2023,1923,No,,100,South,country,F
Dont Make Me Have To Come Down There,Dolly Parton,2023,.024,.9399999999999999,.3,1.166666666666667,.976,2023,1946,No,,77,Appalachia,country,D
Either Or,Dolly Parton,2023,.0185185185185185,.9537037037037036,.5,1,.9814814814814816,2023,1946,No,,77,Appalachia,country,C
Heart Of Glass,Dolly Parton,2023,.0377358490566037,.9056603773584906,.5,1.5,.9622641509433962,2023,1946,No,,77,Appalachia,country,C
I Cant Get No Satisfaction,Dolly Parton,2023,.0148148148148148,.962962962962963,.4,1.333333333333333,.9851851851851852,2023,1946,No,,77,Appalachia,country,A
I Dreamed About Elvis,Dolly Parton,2023,.0148148148148148,.962962962962963,.4,1.166666666666667,.9851851851851852,2023,1946,No,,77,Appalachia,country,C
I Hate Myself For Loving You,Dolly Parton,2023,.03125,.921875,.5,1.166666666666667,.96875,2023,1946,No,,77,Appalachia,country,E
Let It Be,Dolly Parton,2023,.0121212121212121,.9696969696969696,.4,1.333333333333333,.987878787878788,2023,1946,No,,77,Appalachia,country,D
Rockstar,Dolly Parton,2023,.0233333333333333,.9416666666666668,.7,1.5,.9766666666666668,2023,1946,No,,77,Appalachia,country,A
We Are The Champions - We Will Rock You,Dolly Parton,2023,.2408163265306122,.7959183673469388,2,1,.7591836734693878,2023,1946,No,,77,Appalachia,country,C
Whats Up,Dolly Parton,2023,.1916666666666666,.9270833333333334,.7,1,.8083333333333333,2023,1946,No,,77,Appalachia,country,A
World On Fire,Dolly Parton,2023,.0835820895522388,.8805970149253731,.8,1.166666666666667,.9164179104477612,2023,1946,No,,77,Appalachia,country,AM
Wrecking Ball Duet,Dolly Parton,2023,.0792792792792792,.8828828828828829,1.3,1,.9207207207207208,2023,1946,No,,77,Appalachia,country,AM
Youre No Good,Dolly Parton,2023,.4340425531914893,.9361702127659576,.9,1.5,.5659574468085107,2023,1946,No,,77,Appalachia,country,OTHER
Lonesome Road,Don Gibson,2025,.3061224489795918,.8163265306122449,.9,1.166666666666667,.6938775510204082,2023,1928,No,,95,South,country,D
Too Soon To Know,Don Gibson,2015,.2731707317073171,.8292682926829268,.7,0,.7268292682926829,2023,1928,No,,95,South,country,C
Games People Play,Don Williams,2023,.019047619047619,.9523809523809524,.3,1.166666666666667,.9809523809523808,2023,1939,No,,84,South,country,A
Turn You On,Drake White,2025,.1811320754716981,.9150943396226416,.9,.6666666666666666,.8188679245283019,2023,1983,No,,40,South,country,G
Blue Lights,Dustin Lynch,2023,.1450980392156862,.9019607843137256,.5,1,.8549019607843138,2023,1985,No,,38,Appalachia,country,C
Chevrolet,Dustin Lynch,2023,.0454545454545454,.9090909090909092,.6,1.166666666666667,.9545454545454546,2023,1985,Yes,15,38,Appalachia,country,G
George Strait Jr,Dustin Lynch,2023,.1037037037037036,.962962962962963,.4,1.333333333333333,.8962962962962964,2023,1985,No,,38,Appalachia,country,D
Honky Tonk Heartbreaker,Dustin Lynch,2023,.0338028169014084,.9366197183098592,.9,1.166666666666667,.9661971830985916,2023,1985,No,,38,Appalachia,country,G
If I Stop Drinkin,Dustin Lynch,2023,.169047619047619,.9523809523809524,.4,1.333333333333333,.8309523809523809,2023,1985,No,,38,Appalachia,country,OTHER
Killed The Cowboy,Dustin Lynch,2023,.1518072289156626,.927710843373494,.6,1,.8481927710843373,2023,1985,No,,38,Appalachia,country,AM
Listen To The Radio,Dustin Lynch,2023,.0158415841584158,.9603960396039604,.4,1.166666666666667,.984158415841584,2023,1985,No,,38,Appalachia,country,A
Lone Star,Dustin Lynch,2023,.0227272727272727,.9431818181818182,.5,1.166666666666667,.9772727272727272,2023,1985,No,,38,Appalachia,country,G
Long Way Home,Dustin Lynch,2023,.3074626865671641,.9253731343283582,.5,1.166666666666667,.6925373134328359,2023,1985,No,,38,Appalachia,country,D
Only Girl In This Town,Dustin Lynch,2023,.0166666666666666,.9583333333333334,.4,1.5,.9833333333333332,2023,1985,No,,38,Appalachia,country,OTHER
Trouble With This Truck,Dustin Lynch,2023,.1148648648648648,.9662162162162162,.5,1.333333333333333,.8851351351351351,2023,1985,No,,38,Appalachia,country,G
Ill Be A Bartender,Dylan Scott,2023,.1658536585365853,.8780487804878049,.5,1,.8341463414634147,2023,1990,No,,33,South,country,F
This Towns Been Too Good To Us,Dylan Scott,2023,.138095238095238,.9404761904761904,.5,1,.861904761904762,2023,1990,No,,33,South,country,G
Between You And Me,Easton Corbin,2022,.3333333333333333,.9333333333333332,.6,.6666666666666666,.6666666666666667,2023,1982,No,,41,South,country,G
Hey Merle,Easton Corbin,2023,.0196721311475409,.9508196721311476,.3,1.166666666666667,.980327868852459,2023,1982,No,,41,South,country,G
Honky Tonk Land,Easton Corbin,2022,.0271186440677966,.9322033898305084,.4,0,.9728813559322034,2023,1982,No,,41,South,country,C
In It,Easton Corbin,2023,.0363636363636363,.9090909090909092,.5,1,.9636363636363636,2023,1982,No,,41,South,country,OTHER
Lets Do Country Right,Easton Corbin,2023,.0214285714285714,.9464285714285714,.3,1,.9785714285714284,2023,1982,No,,41,South,country,E
Lonesome Drinkers,Easton Corbin,2023,.0326530612244897,.9183673469387756,.4,1.333333333333333,.9673469387755104,2023,1982,No,,41,South,country,D
Marry That Girl,Easton Corbin,2022,.0209677419354838,.9596774193548387,.5,0,.979032258064516,2023,1982,No,,41,South,country,C
Real Good Country Song,Easton Corbin,2022,.0195121951219512,.951219512195122,.4,1.166666666666667,.9804878048780488,2023,1982,No,,41,South,country,D
Somebodys Gotta Be Country,Easton Corbin,2019,.0105960264900662,.9735099337748344,.4,1,.9894039735099338,2023,1982,No,,41,South,country,G
Where Do You Go,Easton Corbin,2023,.0170212765957446,.9574468085106383,.2,1.166666666666667,.9829787234042552,2023,1982,No,,41,South,country,A
Whiskey Dont Take Me Back,Easton Corbin,2023,.1186440677966101,.9322033898305084,.4,1.333333333333333,.8813559322033898,2023,1982,No,,41,South,country,G
Winnemucca,Eilen Jewell,2023,.0133333333333333,.9666666666666668,.3,1.166666666666667,.9866666666666668,2023,1979,No,,44,West,country,G
You Were A Friend Of Mine,Eilen Jewell,2023,.2242424242424242,.9393939393939394,.4,1,.7757575757575758,2023,1979,No,,44,West,country,C
Saltwater Gospel,Eli Young Band,2016,.4169811320754716,.9622641509433962,.4,1.166666666666667,.5830188679245283,2023,2000,No,,23,South,country,G
Love Wore A Halo Back Before The War,Emmylou Harris,2023,.0153846153846153,.9615384615384616,.3,1.333333333333333,.9846153846153848,2023,1947,No,,76,South,country,E
Gone And Left Me Blues,Ernest Tubb,2016,.272,.92,.4,1.166666666666667,.728,2023,1992,No,,31,Appalachia,country,C
I Wonder Why You Said Goodbye,Ernest Tubb,2018,.1666666666666666,.9166666666666666,.3,.3333333333333333,.8333333333333334,2023,1992,No,,31,Appalachia,country,C
You Nearly Lose Your Mind,Ernest Tubb,2022,.212,.92,.4,1.5,.788,2023,1992,No,,31,Appalachia,country,C
Las Fotos,Esteban GC,2024,.0912280701754386,.8771929824561404,.7,0,.9087719298245612,2023,1948,No,,75,Appalachia,country,B
Lost,Faith Hill,2009,.0294117647058823,.9264705882352942,.5,0,.9705882352941176,2023,1967,No,,56,South,country,EM
My Cabin In Caroline,Flatt & Scruggs,2009,.019047619047619,.9523809523809524,.3,0,.9809523809523808,2023,1948,No,,75,Unknown,country,G
Life,Florida Georgia Line,2022,.1981132075471698,.9716981132075472,.3,1.166666666666667,.8018867924528302,2023,2010,No,,13,Appalachia,country,G
Long Live,Florida Georgia Line,2020,.0195121951219512,.951219512195122,.4,1,.9804878048780488,2023,2010,Yes,4,13,Appalachia,country,G
Sun Daze,Florida Georgia Line,2014,.0184615384615384,.9538461538461538,.3,1,.9815384615384616,2023,2010,Yes,3,13,Appalachia,country,E
Callin Baton Rouge,Garth Brooks,2019,.0413793103448275,.896551724137931,.9,1,.9586206896551724,2023,1962,Yes,2,61,South,country,D
Me Without You,Garth Brooks,2025,.0150943396226415,.9622641509433962,.4,1.833333333333333,.9849056603773584,2023,1962,No,,61,South,country,C
Much Too Young To Feel This Damn Old,Garth Brooks,2019,.0282828282828282,.9292929292929292,.7,1.166666666666667,.9717171717171718,2023,1962,No,,61,South,country,G
Rodeo,Garth Brooks,2014,.0186915887850467,.9532710280373832,.5,1,.9813084112149532,2023,1962,Yes,3,61,South,country,E
That Summer,Garth Brooks,2014,.0788461538461538,.9326923076923076,.7,1.333333333333333,.9211538461538462,2023,1962,No,,61,South,country,G
The River,Garth Brooks,2022,.0285714285714285,.9285714285714286,.5,.8333333333333334,.9714285714285714,2023,1962,No,,61,South,country,D
Unanswered Prayers,Garth Brooks,2003,.0542372881355932,.9152542372881356,1,.8333333333333334,.9457627118644067,2023,1962,Yes,1,61,South,country,A
We Belong To Each Other,Garth Brooks,2020,.0271186440677966,.9322033898305084,.4,.6666666666666666,.9728813559322034,2023,1962,No,,61,South,country,D
Send Back My Heart,Gary Allan,2017,.0363636363636363,.9090909090909092,.5,.3333333333333333,.9636363636363636,2023,1967,No,,56,West,country,E
