seed_title,source_seed,wikidata_qid
Merle Kilgore,Category:Country musicians from Tennessee,Q326196
Wayne Kirkpatrick,Category:Country musicians from Tennessee,Q7976392
Jon Langston,Category:Country musicians from Tennessee,Q22006167
Brandon Lay,Category:Country musicians from Tennessee,Q134786085
Homer Ledford,Category:Country musicians from Tennessee,Q15461582
Ned LeDoux,Category:Country musicians from Tennessee,Q43324496
Dickey Lee,Category:Country musicians from Tennessee,Q321857
Jackie Lee (country singer),Category:Country musicians from Tennessee,Q18637628
Robin Lee (singer),Category:Country musicians from Tennessee,Q7352615
David Long (mandolin player),Category:Country musicians from Tennessee,Q5236751
John D. Loudermilk,Category:Country musicians from Tennessee,Q707201
Charlie Louvin,Category:Country musicians from Tennessee,Q3296979
Dustin Lynch,Category:Country musicians from Tennessee,Q5317118
Uncle Dave Macon,Category:Country musicians from Tennessee,Q2492614
Daisy Mallory,Category:Country musicians from Tennessee,Q5209744
Barbara Mandrell,Category:Country musicians from Tennessee,Q292373
Carl Mann,Category:Country musicians from Tennessee,Q1039659
Lorene Mann,Category:Country musicians from Tennessee,Q15993252
Mike Manuel,Category:Country musicians from Tennessee,Q6847795
Benny Martin,Category:Country musicians from Tennessee,Q4890018
Grady Martin,Category:Country musicians from Tennessee,Q1541282
Jimmy Martin,Category:Country musicians from Tennessee,Q355915
Marilyn Martin,Category:Country musicians from Tennessee,Q6763580
Kendell Marvel,Category:Country musicians from Tennessee,Q66982893
Chase Matthew,Category:Country musicians from Tennessee,Q125765345
Shane McAnally,Category:Country musicians from Tennessee,Q7488156
Martina McBride,Category:Country musicians from Tennessee,Q256732
Charly McClain,Category:Country musicians from Tennessee,Q5086374
Harry McClintock,Category:Country musicians from Tennessee,Q918848
Mindy McCready,Category:Country musicians from Tennessee,Q539064
Ronnie McDowell,Category:Country musicians from Tennessee,Q2166015
Sean Patrick McGraw,Category:Country musicians from Tennessee,Q7441355
Bill McKinney,Category:Country musicians from Tennessee,Q862314
Terry McMillan (musician),Category:Country musicians from Tennessee,Q7704791
Travis Meadows,Category:Country musicians from Tennessee,Q22073708
Ken Mellons,Category:Country musicians from Tennessee,Q1738643
Buddy Miller,Category:Country musicians from Tennessee,Q2395959
Julie Miller,Category:Country musicians from Tennessee,Q2569812
Lee Thomas Miller,Category:Country musicians from Tennessee,Q6515273
Chips Moman,Category:Country musicians from Tennessee,Q1074626
Ashley Monroe,Category:Country musicians from Tennessee,Q4805524
Melba Montgomery,Category:Country musicians from Tennessee,Q546532
Bob Moore (musician),Category:Country musicians from Tennessee,Q326844
Kip Moore,Category:Country musicians from Tennessee,Q2127156
Craig Morgan,Category:Country musicians from Tennessee,Q1138616
George Morgan (singer),Category:Country musicians from Tennessee,Q8116729
Lorrie Morgan,Category:Country musicians from Tennessee,Q464208
Colonel Robert Morris,Category:Country musicians from Tennessee,Q15993307
Maren Morris,Category:Country musicians from Tennessee,Q21622122
Greg Morrow,Category:Country musicians from Tennessee,Q43078529
Daryl Mosley,Category:Country musicians from Tennessee,Q23409750
Wayne Moss,Category:Country musicians from Tennessee,Q23682529
Tony Mullins,Category:Country musicians from Tennessee,Q7823030
Ryan Murphey,Category:Country musicians from Tennessee,Q7384363
Leigh Nash,Category:Country musicians from Tennessee,Q2746861
Jimmy C. Newman,Category:Country musicians from Tennessee,Q780720
Wood Newton,Category:Country musicians from Tennessee,Q8032245
Gary Nicholson (singer),Category:Country musicians from Tennessee,Q15059530
Joe Osborn,Category:Country musicians from Tennessee,Q6211645
Bashful Brother Oswald,Category:Country musicians from Tennessee,Q809965
Kenny Parchman,Category:Country musicians from Tennessee,Q684247
David Parmley,Category:Country musicians from Tennessee,Q41187327
Don Parmley,Category:Country musicians from Tennessee,Q21095593
Alison Parson,Category:Country musicians from Tennessee,Q4727158
Dolly Parton,Category:Country musicians from Tennessee,Q180453
Eric Paslay,Category:Country musicians from Tennessee,Q5387248
Waylon Payne,Category:Country musicians from Tennessee,Q1514026
Minnie Pearl,Category:Country musicians from Tennessee,Q437015
Carl Perkins,Category:Country musicians from Tennessee,Q310339
Wayne Perry (songwriter),Category:Country musicians from Tennessee,Q16016555
Ray Peterson,Category:Country musicians from Tennessee,Q487362
Emily Poe,Category:Country musicians from Tennessee,Q120099111
Dave Pomeroy,Category:Country musicians from Tennessee,Q5229591
Elvis Presley,Category:Country musicians from Tennessee,Q303
Margo Price,Category:Country musicians from Tennessee,Q22073688
Ray Price,Category:Country musicians from Tennessee,Q1929135
Shane Profitt,Category:Country musicians from Tennessee,Q116192396
Leroy Pullins,Category:Country musicians from Tennessee,Q65549956
Missi Pyle,Category:Country musicians from Tennessee,Q233786
Rattlesnake Annie,Category:Country musicians from Tennessee,Q645469
George Reneau,Category:Country musicians from Tennessee,Q1508151
Thomas Rhett,Category:Country musicians from Tennessee,Q7793491
John Rich,Category:Country musicians from Tennessee,Q3456867
"Hargus ""Pig"" Robbins",Category:Country musicians from Tennessee,Q5657077
Marty Robbins,Category:Country musicians from Tennessee,Q919565
Emily Ann Roberts,Category:Country musicians from Tennessee,Q22073692
Kenny Roberts (musician),Category:Country musicians from Tennessee,Q6391192
Roy Roberts (blues artist),Category:Country musicians from Tennessee,Q7373304
Robinella,Category:Country musicians from Tennessee,Q7352931
Floyd Robinson (singer),Category:Country musicians from Tennessee,Q3074458
Ronnie Rogers,Category:Country musicians from Tennessee,Q7365972
Smokey Rogers,Category:Country musicians from Tennessee,Q7545981
Tammy Rogers,Category:Country musicians from Tennessee,Q7681604
Caitlin Rose,Category:Country musicians from Tennessee,Q541033
Pam Rose,Category:Country musicians from Tennessee,Q7128990
Bobby Russell,Category:Country musicians from Tennessee,Q3641411
Thom Schuyler,Category:Country musicians from Tennessee,Q15059536
Hillary Scott,Category:Country musicians from Tennessee,Q305030
Randy Scruggs,Category:Country musicians from Tennessee,Q7292426
Gwen Sebastian,Category:Country musicians from Tennessee,Q5623452
Aubrie Sellers,Category:Country musicians from Tennessee,Q22343738
Jason Sellers,Category:Country musicians from Tennessee,Q6163457
James Alan Shelton,Category:Country musicians from Tennessee,Q6128458
T. G. Sheppard,Category:Country musicians from Tennessee,Q7668255
Reece Shipley,Category:Country musicians from Tennessee,Q2136456
Danny Shirley,Category:Country musicians from Tennessee,Q19664341
Jenny Simpson (singer),Category:Country musicians from Tennessee,Q6179480
Benny Sims,Category:Country musicians from Tennessee,Q4890053
Jonathan Singleton,Category:Country musicians from Tennessee,Q15059540
David Slater,Category:Country musicians from Tennessee,Q5239857
Carl Smith (musician),Category:Country musicians from Tennessee,Q1040657
Conner Smith,Category:Country musicians from Tennessee,Q112613597
Hazel Smith,Category:Country musicians from Tennessee,Q59484388
Payton Smith,Category:Country musicians from Tennessee,Q94188117
Russell Smith (singer),Category:Country musicians from Tennessee,Q7381784
Bobby Sowell,Category:Country musicians from Tennessee,Q4935600
Morgane Stapleton,Category:Country musicians from Tennessee,Q29834207
Jack Stapp,Category:Country musicians from Tennessee,Q1677213
Ric Steel,Category:Country musicians from Tennessee,Q16151942
Adam Steffey,Category:Country musicians from Tennessee,Q16196279
Redd Stewart,Category:Country musicians from Tennessee,Q7305594
Marty Stuart,Category:Country musicians from Tennessee,Q706332
Jimmy Sweeney,Category:Country musicians from Tennessee,Q39294501
Taylor Swift,Category:Country musicians from Tennessee,Q26876
Tut Taylor,Category:Country musicians from Tennessee,Q7856886
Mitchell Tenpenny,Category:Country musicians from Tennessee,Q33854640
Uncle Jimmy Thompson,Category:Country musicians from Tennessee,Q2492608
Tara Thompson,Category:Country musicians from Tennessee,Q136525945
Benjamin Tod,Category:Country musicians from Tennessee,Q68503314
Chris Tompkins,Category:Country musicians from Tennessee,Q5108284
Leroy Troy,Category:Country musicians from Tennessee,Q6529058
Leah Turner,Category:Country musicians from Tennessee,Q16198157
Conway Twitty,Category:Country musicians from Tennessee,Q82250
William Tyler (musician),Category:Country musicians from Tennessee,Q16218886
Upchurch (musician),Category:Country musicians from Tennessee,Q24548680
Jimmy Van Eaton,Category:Country musicians from Tennessee,Q1325220
Townes Van Zandt,Category:Country musicians from Tennessee,Q740729
Harvie June Van,Category:Country musicians from Tennessee,Q5677786
Kenny Vernon,Category:Country musicians from Tennessee,Q29835033
Frank Wakefield,Category:Country musicians from Tennessee,Q5490190
Billy Joe Walker Jr.,Category:Country musicians from Tennessee,Q17108913
Mike Walker (singer),Category:Country musicians from Tennessee,Q6849197
Morgan Wallen,Category:Country musicians from Tennessee,Q29561472
Taylor Ware,Category:Country musicians from Tennessee,Q517414
Becky Warren,Category:Country musicians from Tennessee,Q28967983
Abigail Washburn,Category:Country musicians from Tennessee,Q3603703
Gillian Welch,Category:Country musicians from Tennessee,Q442207
Kitty Wells,Category:Country musicians from Tennessee,Q272913
Dottie West,Category:Country musicians from Tennessee,Q243124
John Wheeler (musician),Category:Country musicians from Tennessee,Q6263724
Karli Whetstone,Category:Country musicians from Tennessee,Q6372509
Drake White,Category:Country musicians from Tennessee,Q16983376
L. E. White,Category:Country musicians from Tennessee,Q16016320
Michael White (singer),Category:Country musicians from Tennessee,Q6835323
Jason Whitehorn,Category:Country musicians from Tennessee,Q6163742
Roy Wiggins,Category:Country musicians from Tennessee,Q30125104
Little David Wilkins,Category:Country musicians from Tennessee,Q6649736
Hank Williams III,Category:Country musicians from Tennessee,Q741600
Lawton Williams,Category:Country musicians from Tennessee,Q16017953
David Wills (singer),Category:Country musicians from Tennessee,Q5241183
Mark Wills,Category:Country musicians from Tennessee,Q1683659
Norro Wilson,Category:Country musicians from Tennessee,Q7053372
Kenny Winfree,Category:Country musicians from Tennessee,Q16186563
Lee Ann Womack,Category:Country musicians from Tennessee,Q454082
Del Wood,Category:Country musicians from Tennessee,Q5253023
Sheb Wooley,Category:Country musicians from Tennessee,Q1349284
Darryl Worley,Category:Country musicians from Tennessee,Q1166731
Paul Worley,Category:Country musicians from Tennessee,Q7154483
Charlie Worsham,Category:Country musicians from Tennessee,Q5085729
Johnnie Wright,Category:Country musicians from Tennessee,Q2128071
Ruby Wright (country singer),Category:Country musicians from Tennessee,Q7376409
Paul Yandell,Category:Country musicians from Tennessee,Q16019267
Malcolm Yelvington,Category:Country musicians from Tennessee,Q1887060
Adrienne Young,Category:Country musicians from Tennessee,Q4685726
Faron Young,Category:Country musicians from Tennessee,Q741540
Jerry Abbott,Category:Country musicians from Texas,Q3436667
Abi (singer),Category:Country musicians from Texas,Q18977701
Ariel Abshire,Category:Country musicians from Texas,Q16146072
Kay Adams (singer),Category:Country musicians from Texas,Q4933919
Daniele Alexander,Category:Country musicians from Texas,Q5219257
Duane Allen,Category:Country musicians from Texas,Q16106162
Jules Verne Allen,Category:Country musicians from Texas,Q68042367
Terry Allen (country singer),Category:Country musicians from Texas,Q1279401
Ruby Allmond,Category:Country musicians from Texas,Q7376269
Tommy Allsup,Category:Country musicians from Texas,Q3992882
Tommy Alverson,Category:Country musicians from Texas,Q7819170
Abby Anderson,Category:Country musicians from Texas,Q65615845
Carlton Anderson,Category:Country musicians from Texas,Q56276140
Katie Armiger,Category:Country musicians from Texas,Q6377390
Charline Arthur,Category:Country musicians from Texas,Q1067055
Susan Ashton,Category:Country musicians from Texas,Q7647520
Gene Autry,Category:Country musicians from Texas,Q342723
Mae Boren Axton,Category:Country musicians from Texas,Q1755024
Sam Baker (musician),Category:Country musicians from Texas,Q16841186
Smith Ballew,Category:Country musicians from Texas,Q428493
R.C. Bannon,Category:Country musicians from Texas,Q7273319
Aaron Barker,Category:Country musicians from Texas,Q16164475
Benny Barnes (singer),Category:Country musicians from Texas,Q22235376
Danny Barnes (musician),Category:Country musicians from Texas,Q5220127
Joe Barnhill,Category:Country musicians from Texas,Q6208483
Ryan Beaver,Category:Country musicians from Texas,Q16198441
Brett Beavers,Category:Country musicians from Texas,Q4962073
Vince Bell,Category:Country musicians from Texas,Q6671239
Crystal Bernard,Category:Country musicians from Texas,Q250425
Ryan Bingham,Category:Country musicians from Texas,Q1339448
Scott H. Biram,Category:Country musicians from Texas,Q3476227
George Birge,Category:Country musicians from Texas,Q113481900
Bonnie Bishop,Category:Country musicians from Texas,Q4942284
Clint Black,Category:Country musicians from Texas,Q320264
Tommy Blake (musician),Category:Country musicians from Texas,Q2440934
Clay Blaker,Category:Country musicians from Texas,Q1099175
Audie Blaylock,Category:Country musicians from Texas,Q38460719
Ron Block,Category:Country musicians from Texas,Q7363537
James Bonamy,Category:Country musicians from Texas,Q5581461
Tony Booth (musician),Category:Country musicians from Texas,Q7821930
Jimmy Bowen,Category:Country musicians from Texas,Q1259060
Wade Bowen,Category:Country musicians from Texas,Q7959023
Don Bowman (singer),Category:Country musicians from Texas,Q1238955
Bill Boyd (musician),Category:Country musicians from Texas,Q4908222
Craig Wayne Boyd,Category:Country musicians from Texas,Q18648718
Danielle Bradbery,Category:Country musicians from Texas,Q13515268
Doug Bragg,Category:Country musicians from Texas,Q1251711
Jesse Brand,Category:Country musicians from Texas,Q6186179
Breaking Southwest,Category:Country musicians from Texas,Q138775911
Donnie Brooks,Category:Country musicians from Texas,Q144168
Karen Brooks (singer),Category:Country musicians from Texas,Q6369533
Cecil Brower,Category:Country musicians from Texas,Q5055974
"Clarence ""Gatemouth"" Brown",Category:Country musicians from Texas,Q1095432
Kaci Brown,Category:Country musicians from Texas,Q445481
Lacey Brown,Category:Country musicians from Texas,Q6468248
Roger Brown (songwriter),Category:Country musicians from Texas,Q22277190
Chase Bryant,Category:Country musicians from Texas,Q17579906
Stacy Burk,Category:Country musicians from Texas,Q19609817
Johnny Bush,Category:Country musicians from Texas,Q6266407
Tracy Byrd,Category:Country musicians from Texas,Q174766
Chris Cagle,Category:Country musicians from Texas,Q1077072
Buzz Campbell,Category:Country musicians from Texas,Q5003520
Glen Campbell,Category:Country musicians from Texas,Q162667
Hayes Carll,Category:Country musicians from Texas,Q2227993
Joe Carr (Texas musician),Category:Country musicians from Texas,Q17612171
Rodney Carrington,Category:Country musicians from Texas,Q925578
Jason Michael Carroll,Category:Country musicians from Texas,Q1683952
Johnny Carroll,Category:Country musicians from Texas,Q1608224
Troy Cartwright,Category:Country musicians from Texas,Q28405386
Jason Cassidy,Category:Country musicians from Texas,Q21170481
Boomer Castleman,Category:Country musicians from Texas,Q4943470
Paul Cauthen,Category:Country musicians from Texas,Q68866747
Jeff Chance,Category:Country musicians from Texas,Q6173546
Bruce Channel,Category:Country musicians from Texas,Q328657
Beth Nielsen Chapman,Category:Country musicians from Texas,Q274032
Gary Chapman (musician),Category:Country musicians from Texas,Q5524835
Mary Jo Chelette,Category:Country musicians from Texas,Q22958774
Mark Chesnutt,Category:Country musicians from Texas,Q1899982
Guy Clark,Category:Country musicians from Texas,Q1386899
Jonathan Clay (musician),Category:Country musicians from Texas,Q6272781
Slaid Cleaves,Category:Country musicians from Texas,Q1860656
Candy Coburn,Category:Country musicians from Texas,Q5032074
Jim Collins (singer),Category:Country musicians from Texas,Q6194281
Andrew Combs (musician),Category:Country musicians from Texas,Q4756655
Mickey Jack Cones,Category:Country musicians from Texas,Q16214374
Mark Cooke,Category:Country musicians from Texas,Q6767140
Kolby Cooper,Category:Country musicians from Texas,Q117488160
Randy Cornor,Category:Country musicians from Texas,Q7292145
Orville Couch,Category:Country musicians from Texas,Q7105225
Cowboy Troy,Category:Country musicians from Texas,Q5179561
Roger Creager,Category:Country musicians from Texas,Q7358043
Charley Crockett,Category:Country musicians from Texas,Q61731634
Randy Crouch,Category:Country musicians from Texas,Q7292151
Rodney Crowell,Category:Country musicians from Texas,Q704683
Mac Curtis,Category:Country musicians from Texas,Q1882472
Vernon Dalhart,Category:Country musicians from Texas,Q704781
Brad Davis (musician),Category:Country musicians from Texas,Q4953881
Linda Davis,Category:Country musicians from Texas,Q13561737
Mac Davis,Category:Country musicians from Texas,Q910761
Ronnie Dawson (musician),Category:Country musicians from Texas,Q2166000
Jesse Dayton,Category:Country musicians from Texas,Q6186260
Dean Beard,Category:Country musicians from Texas,Q1181027
Eddie Dean (singer),Category:Country musicians from Texas,Q1282750
Jimmy Dean,Category:Country musicians from Texas,Q1689346
Al Dexter,Category:Country musicians from Texas,Q1423868
Craig Dillingham,Category:Country musicians from Texas,Q5180899
Richard Dobson,Category:Country musicians from Texas,Q7325227
Deryl Dodd,Category:Country musicians from Texas,Q3024027
Johnny Dollar (musician),Category:Country musicians from Texas,Q6266605
Casey Donahew,Category:Country musicians from Texas,Q5048491
Amber Dotson,Category:Country musicians from Texas,Q4741236
Dottsy,Category:Country musicians from Texas,Q5299520
Tony Douglas (singer),Category:Country musicians from Texas,Q17150109
Johnny Dowd,Category:Country musicians from Texas,Q777177
George Ducas (singer),Category:Country musicians from Texas,Q5538641
Cameron Duddy,Category:Country musicians from Texas,Q93781006
Arlie Duff,Category:Country musicians from Texas,Q675389
Johnny Duncan (country singer),Category:Country musicians from Texas,Q1702316
Tommy Duncan,Category:Country musicians from Texas,Q2440976
Holly Dunn,Category:Country musicians from Texas,Q5881966
Ronnie Dunn,Category:Country musicians from Texas,Q7365855
Stacey Earle,Category:Country musicians from Texas,Q7595831
Steve Earle,Category:Country musicians from Texas,Q781634
Mundo Earwood,Category:Country musicians from Texas,Q6935850
T. Tex Edwards,Category:Country musicians from Texas,Q16728764
Billy Eli,Category:Country musicians from Texas,Q4912518
Carrie Elkin,Category:Country musicians from Texas,Q5046226
Robert Ellis (singer-songwriter),Category:Country musicians from Texas,Q7344036
Joe Ely,Category:Country musicians from Texas,Q1691407
Vincent Neil Emerson,Category:Country musicians from Texas,Q123583229
Paul English (drummer),Category:Country musicians from Texas,Q7150504
Bill Engvall,Category:Country musicians from Texas,Q4908906
Carmen Espinoza-Rodriquez,Category:Country musicians from Texas,Q5043461
Dale Evans,Category:Country musicians from Texas,Q438048
Family Reunion (band),Category:Country musicians from Texas,Q5433240
Freddy Fender,Category:Country musicians from Texas,Q1452648
Sonny Fisher,Category:Country musicians from Texas,Q733062
Rosie Flores,Category:Country musicians from Texas,Q7368890
Blaze Foley,Category:Country musicians from Texas,Q883183
Radney Foster,Category:Country musicians from Texas,Q1311939
Kevin Fowler,Category:Country musicians from Texas,Q3195701
Kinky Friedman,Category:Country musicians from Texas,Q1281738
Lefty Frizzell,Category:Country musicians from Texas,Q1347215
Steven Fromholz,Category:Country musicians from Texas,Q7614723
Edith Frost,Category:Country musicians from Texas,Q5338551
LaDonna Gatlin,Category:Country musicians from Texas,Q83688407
Keith Gattis,Category:Country musicians from Texas,Q6384390
Ghoultown,Category:Country musicians from Texas,Q1521954
Susan Gibson,Category:Country musicians from Texas,Q7647873
Don Gililland,Category:Country musicians from Texas,Q5292670
Jimmie Dale Gilmore,Category:Country musicians from Texas,Q745896
Johnny Gimble,Category:Country musicians from Texas,Q6266752
Mark Wayne Glasmire,Category:Country musicians from Texas,Q6770262
Lloyd Goodson,Category:Country musicians from Texas,Q97919075
Taylor Grace,Category:Country musicians from Texas,Q137116678
Claude Gray,Category:Country musicians from Texas,Q5128865
Dobie Gray,Category:Country musicians from Texas,Q485961
Pat Green,Category:Country musicians from Texas,Q7143495
William Clark Green,Category:Country musicians from Texas,Q19880096
Ricky Lynn Gregg,Category:Country musicians from Texas,Q7332127
Buck Griffin,Category:Country musicians from Texas,Q999310
Nanci Griffith,Category:Country musicians from Texas,Q447032
David Grissom,Category:Country musicians from Texas,Q5234438
Larry Groce,Category:Country musicians from Texas,Q6490426
Mickey Guyton,Category:Country musicians from Texas,Q18921828
R.W. Hampton,Category:Country musicians from Texas,Q7273423
Butch Hancock,Category:Country musicians from Texas,Q1017848
Wayne Hancock,Category:Country musicians from Texas,Q2917472
James Hand (musician),Category:Country musicians from Texas,Q60734019
Kylie Rae Harris,Category:Country musicians from Texas,Q67171861
Kree Harrison,Category:Country musicians from Texas,Q11862841
Lisa Hartman Black,Category:Country musicians from Texas,Q272878
Lee Hazlewood,Category:Country musicians from Texas,Q364781
Roy Head,Category:Country musicians from Texas,Q7372921
Jimmy Heap,Category:Country musicians from Texas,Q130752920
Terri Hendrix,Category:Country musicians from Texas,Q1640142
"Monty ""Hawkeye"" Henson",Category:Country musicians from Texas,Q16185379
Caroline Herring,Category:Country musicians from Texas,Q5045098
Goldie Hill,Category:Country musicians from Texas,Q3110118
Tish Hinojosa,Category:Country musicians from Texas,Q541137
Adolph Hofner,Category:Country musicians from Texas,Q365403
Smokey Hogg,Category:Country musicians from Texas,Q729697
Rebecca Holden,Category:Country musicians from Texas,Q444250
Bill Holford,Category:Country musicians from Texas,Q16014398
Jolie Holland,Category:Country musicians from Texas,Q447869
Earl Holliman,Category:Country musicians from Texas,Q1277085
Monty Holmes,Category:Country musicians from Texas,Q1610122
David Lee Holt,Category:Country musicians from Texas,Q65548456
Steve Holy,Category:Country musicians from Texas,Q7612879
Johnny Horton,Category:Country musicians from Texas,Q1534428
Van Howard,Category:Country musicians from Texas,Q7913436
Ray Wylie Hubbard,Category:Country musicians from Texas,Q1514729
Ivory Joe Hunter,Category:Country musicians from Texas,Q11877
Jack Ingram,Category:Country musicians from Texas,Q1677067
Casey James,Category:Country musicians from Texas,Q2940980
Mark James (songwriter),Category:Country musicians from Texas,Q259192
Sarah Jarosz,Category:Country musicians from Texas,Q7422453
Brandon Jenkins (musician),Category:Country musicians from Texas,Q28072032
Lauren Jenkins,Category:Country musicians from Texas,Q113710037
Matt Jenkins,Category:Country musicians from Texas,Q6788848
Waylon Jennings,Category:Country musicians from Texas,Q251287
Flaco Jiménez,Category:Country musicians from Texas,Q1316590
Cody Jinks,Category:Country musicians from Texas,Q26856928
Cody Johnson,Category:Country musicians from Texas,Q17916913
George Jones,Category:Country musicians from Texas,Q508202
Joshua Scott Jones,Category:Country musicians from Texas,Q109303779
Zona Jones,Category:Country musicians from Texas,Q8073831
Guy Juke,Category:Country musicians from Texas,Q5622379
Christian Kane,Category:Country musicians from Texas,Q722842
Robert Earl Keen,Category:Country musicians from Texas,Q333014
Kristen Kelly,Category:Country musicians from Texas,Q6437776
Gene Kelton,Category:Country musicians from Texas,Q5531289
David Kersh,Category:Country musicians from Texas,Q1174970
Kerry Kersh,Category:Country musicians from Texas,Q6394541
Jeff Knight (singer),Category:Country musicians from Texas,Q6174266
Buddy Knox,Category:Country musicians from Texas,Q1001254
Kris Kristofferson,Category:Country musicians from Texas,Q208681
La Costa,Category:Country musicians from Texas,Q6461980
Marce LaCouture,Category:Country musicians from Texas,Q3288570
Jimmy LaFave,Category:Country musicians from Texas,Q2030140
Miranda Lambert,Category:Country musicians from Texas,Q231233
Kasey Lansdale,Category:Country musicians from Texas,Q6374151
Shelly Lares,Category:Country musicians from Texas,Q13561884
Stoney LaRue,Category:Country musicians from Texas,Q7619416
Tracy Lawrence,Category:Country musicians from Texas,Q2447661
Johnny Lee (singer),Category:Country musicians from Texas,Q1687517
Woody Lee,Category:Country musicians from Texas,Q8033682
Paul Leim,Category:Country musicians from Texas,Q45025227
Margaret Lewis (singer-songwriter),Category:Country musicians from Texas,Q6759636
Bill Lister,Category:Country musicians from Texas,Q267188
Peggy Little,Category:Country musicians from Texas,Q7160682
Bob Livingston (musician),Category:Country musicians from Texas,Q4933180
Bill Lloyd (country musician),Category:Country musicians from Texas,Q99607934
Benjamin F. Logan,Category:Country musicians from Texas,Q4888552
Lyle Lovett,Category:Country musicians from Texas,Q543637
Bob Luman,Category:Country musicians from Texas,Q704818
Lera Lynn,Category:Country musicians from Texas,Q20706998
Willie Mack (musician),Category:Country musicians from Texas,Q8021648
Martie Maguire,Category:Country musicians from Texas,Q1373347
Lloyd Maines,Category:Country musicians from Texas,Q6662602
Natalie Maines,Category:Country musicians from Texas,Q242605
Barbara Mandrell,Category:Country musicians from Texas,Q292373
Irlene Mandrell,Category:Country musicians from Texas,Q6071984
Louise Mandrell,Category:Country musicians from Texas,Q6688838
Mary Sarah,Category:Country musicians from Texas,Q13561983
Louise Massey,Category:Country musicians from Texas,Q16749882
"""Country"" Johnny Mathis",Category:Country musicians from Texas,Q1702358
Thomas Edd Mayfield,Category:Country musicians from Texas,Q7789232
Shane McAnally,Category:Country musicians from Texas,Q7488156
Leon McAuliffe,Category:Country musicians from Texas,Q6524781
Dale McBride,Category:Country musicians from Texas,Q5210546
Justin McBride,Category:Country musicians from Texas,Q6317867
Terry McBride (musician),Category:Country musicians from Texas,Q7704762
Delbert McClinton,Category:Country musicians from Texas,Q463013
Parker McCollum,Category:Country musicians from Texas,Q20684755
Neal McCoy,Category:Country musicians from Texas,Q1973050
Richie McDonald,Category:Country musicians from Texas,Q7330536
David McEnery,Category:Country musicians from Texas,Q5237335
James McMurtry,Category:Country musicians from Texas,Q971927
Tift Merritt,Category:Country musicians from Texas,Q3307898
Augie Meyers,Category:Country musicians from Texas,Q329018
Alyssa Micaela,Category:Country musicians from Texas,Q33044342
Georgia Middleman,Category:Country musicians from Texas,Q5547593
Frankie Miller (country musician),Category:Country musicians from Texas,Q1445081
Julie Miller,Category:Country musicians from Texas,Q2569812
Mary K. Miller,Category:Country musicians from Texas,Q116893855
Rhett Miller,Category:Country musicians from Texas,Q602951
Roger Miller,Category:Country musicians from Texas,Q712359
Thomas Miller (pastor),Category:Country musicians from Texas,Q18810669
Drake Milligan,Category:Country musicians from Texas,Q110020181
Hugh Moffatt (singer),Category:Country musicians from Texas,Q1634484
Katy Moffatt,Category:Country musicians from Texas,Q3194274
Bob Montgomery (songwriter),Category:Country musicians from Texas,Q4933435
Niko Moon,Category:Country musicians from Texas,Q67399825
Tiny Moore,Category:Country musicians from Texas,Q7808618
Heather Morgan (songwriter),Category:Country musicians from Texas,Q28159434
Gary Morris,Category:Country musicians from Texas,Q5525624
Lynn Morris (musician),Category:Country musicians from Texas,Q6709139
Maren Morris,Category:Country musicians from Texas,Q21622122
Cory Morrow,Category:Country musicians from Texas,Q5173620
Moon Mullican,Category:Country musicians from Texas,Q6907524
Michael Martin Murphey,Category:Country musicians from Texas,Q1928543
Kacey Musgraves,Category:Country musicians from Texas,Q2783855
Ty Myers,Category:Country musicians from Texas,Q135068610
Leigh Nash,Category:Country musicians from Texas,Q2746861
Emilio Navaira,Category:Country musicians from Texas,Q12858184
Jerry Naylor,Category:Country musicians from Texas,Q15451693
Sam Neely,Category:Country musicians from Texas,Q1738417
Bobbie Nelson,Category:Country musicians from Texas,Q4934650
Willie Nelson,Category:Country musicians from Texas,Q206112
Mark Nesler,Category:Country musicians from Texas,Q15059529
Michael Nesmith,Category:Country musicians from Texas,Q954997
Mickey Newbury,Category:Country musicians from Texas,Q3311884
Hayden Nicholas,Category:Country musicians from Texas,Q5686357
Gary Nicholson (singer),Category:Country musicians from Texas,Q15059530
Eddie Noack,Category:Country musicians from Texas,Q5336356
Gabbie Nolen,Category:Country musicians from Texas,Q5515298
Daron Norwood,Category:Country musicians from Texas,Q5224186
Gary P. Nunn,Category:Country musicians from Texas,Q5525707
Gene O'Quin,Category:Country musicians from Texas,Q1501419
Rich O'Toole,Category:Country musicians from Texas,Q7323397
Tommy Overstreet,Category:Country musicians from Texas,Q7819769
"A. L. ""Doodle"" Owens",Category:Country musicians from Texas,Q4647232
Buck Owens,Category:Country musicians from Texas,Q712353
Allison Paige,Category:Country musicians from Texas,Q13561967
Kyle Park,Category:Country musicians from Texas,Q6451343
Caryl Mack Parker,Category:Country musicians from Texas,Q5047685
Lee Roy Parnell,Category:Country musicians from Texas,Q1811953
Eric Paslay,Category:Country musicians from Texas,Q5387248
Waylon Payne,Category:Country musicians from Texas,Q1514026
Reno Perez,Category:Country musicians from Texas,Q15059532
Al Perkins,Category:Country musicians from Texas,Q2636185
Ray Peterson,Category:Country musicians from Texas,Q487362
Peyton Parrish,Category:Country musicians from Texas,Q124466956
Taylor Pie,Category:Country musicians from Texas,Q24852566
Pink Nasty,Category:Country musicians from Texas,Q13561976
